Property_ID,Neighborhood,Year_Built,Number_of_Bedrooms,Property_Size,Sold_Year,Number_of_Bathrooms,Property_Type,Price,Address
985,University,1976,3,1040,2016,3,Bungalow,190600,23 Faculty Court
986,University,1910,2,841,2014,2,Semi-detached,156150,190 Exam Square
987,New Development,2009,1,754,2015,1,Detached,113020,5 Bluebell View
988,University,1921,5,1731,2012,5,Flat,317340,97 Graduation Way
989,University,2012,6,2160,2021,6,Terraced,392400,167 Library Lane
990,University,1986,4,1922,2013,4,Flat,329080,93 Professor’s Close
991,Old Town,1963,2,991,2020,2,Semi-detached,129100,166 The Green
992,University,1911,2,979,2015,2,Flat,157270,140 Dean’s View
993,Old Town,1952,3,1434,2012,2,Bungalow,183400,112 Old Forge Lane
994,City Centre,1954,3,1210,2016,3,Semi-detached,226500,19 Clock Tower Road
995,University,1952,5,2201,2012,5,Bungalow,383140,168 Union Street
996,City Centre,1920,6,2463,2018,6,Detached,459450,156 Parliament Street
997,New Development,1918,5,2358,2013,5,Terraced,381540,140 Silverleaf Way
998,City Centre,1968,1,665,2011,1,Detached,114750,115 Cathedral Row
999,City Centre,1987,1,768,2015,1,Semi-detached,130200,18 College Crescent
1000,University,1993,5,2039,2018,5,Flat,360460,60 Chancellor Road
1001,New Development,1971,6,1802,2022,5,Detached,319260,87 Bluebell View
1002,City Centre,1965,5,1251,2019,5,Detached,262650,182 Clock Tower Road
1004,University,1948,6,2288,2011,5,Flat,405320,138 Professor’s Close
1005,University,1997,4,1687,2013,4,Detached,228700,73 Freshers Row
1006,University,1958,6,2182,2014,6,Flat,395480,61 Seminar Terrace
1007,University,1922,3,1292,2018,3,Terraced,238800,66 Faculty Court
1008,University,1902,6,2162,2016,6,Flat,392680,122 Seminar Terrace
1009,City Centre,1955,6,2509,2014,6,Detached,466350,75 King Street
1010,Old Town,2015,6,1769,2015,6,Terraced,266900,184 Bell Tower Street
1011,City Centre,1957,1,713,2018,1,Bungalow,121950,186 George Square
1012,University,2021,3,1177,2021,3,Flat,209780,39 Scholar’s Walk
1013,University,1987,3,1164,2022,3,Flat,207960,112 Chancellor Road
1014,University,1961,5,2194,2011,5,Terraced,382160,128 Exam Square
1015,Old Town,1917,4,1403,2014,4,Terraced,200300,112 Town Gate
1016,New Development,1960,6,2158,2016,5,Detached,365540,37 Ivy Boulevard
1017,Old Town,2010,2,1196,2021,2,Semi-detached,149600,34 Town Gate
1018,City Centre,1936,4,1768,2013,4,Detached,325200,82 King Street
1019,City Centre,1953,4,1509,2021,4,Flat,286350,50 Merchant Street
1020,Old Town,2012,3,1244,2012,2,Terraced,164400,167 Friar’s Court
1021,Old Town,1994,4,1355,2017,4,Bungalow,195500,162 Bell Tower Street
1022,City Centre,1977,6,2590,2014,6,Bungalow,478500,84 Clock Tower Road
1023,City Centre,1964,6,2503,2019,6,Bungalow,465450,38 Merchant Street
1024,City Centre,1913,1,734,2011,1,Detached,125100,74 High Street
1025,New Development,2004,6,2439,2012,6,Terraced,407070,124 Ivy Boulevard
1026,New Development,1904,6,1968,2021,6,Semi-detached,345840,35 Willow Heights
1027,Old Town,1994,3,1068,2019,3,Terraced,151800,66 Castle View
1028,University,1994,6,2368,2021,6,Semi-detached,326800,114 College Road
1029,New Development,1993,1,744,2019,1,Bungalow,111720,54 Cedar Crescent
1030,University,1999,2,1161,2014,2,Flat,192540,94 Library Lane
1031,University,1961,3,1270,2020,3,Bungalow,210100,20 Library Lane
1032,Old Town,1900,2,965,2013,2,Terraced,126500,191 The Green
1033,New Development,1962,3,1264,2018,3,Semi-detached,209320,167 Maple Drive
1034,University,1966,5,2068,2018,5,Bungalow,364520,185 Faculty Court
1035,Old Town,1919,4,1544,2017,4,Bungalow,214400,19 Manor Row
1036,City Centre,1942,5,1887,2011,5,Bungalow,358050,183 Station Road
1037,Old Town,2011,6,2449,2014,6,Flat,334900,101 Heritage Close
1038,University,2006,2,937,2017,2,Terraced,151810,169 Dean’s View
1039,New Development,1984,6,2617,2017,5,Terraced,425210,160 Poppy Crescent
1040,University,1993,4,1727,2016,4,Flat,301780,132 Faculty Court
1041,New Development,1941,3,1021,2013,2,Bungalow,172730,6 Aspen Gardens
1043,Old Town,1993,1,599,2017,1,Terraced,74900,29 School House Lane
1044,New Development,1968,4,1561,2017,4,Detached,262930,113 Lavender Park
1045,Old Town,1973,1,675,2022,1,Flat,82500,124 Cobbler’s Alley
1046,City Centre,1987,4,1767,2019,4,Terraced,325050,132 Grand Arcade
1047,City Centre,2008,1,656,2014,1,Semi-detached,113400,185 Exchange Place
1048,University,2014,2,1039,2014,2,Flat,175460,139 Exam Square
1049,New Development,1938,6,2371,2014,5,Semi-detached,393230,29 Sycamore Way
1050,Old Town,1961,6,2277,2013,6,Semi-detached,317700,175 Chapel Walk
1051,University,1947,5,2185,2017,5,Detached,293500,38 Graduation Way
1052,New Development,1905,6,2820,2011,6,Semi-detached,456600,97 Oak Lane
1053,Old Town,1973,3,1317,2020,3,Detached,176700,54 Old Forge Lane
1054,New Development,2022,4,1681,2022,4,Bungalow,278530,102 Horizon Close
1055,New Development,1941,5,1680,2019,5,Semi-detached,293400,153 Chestnut Mews
1056,City Centre,1957,3,1147,2015,3,Detached,217050,9 George Square
1057,New Development,1942,3,1455,2013,3,Semi-detached,234150,101 Cedar Crescent
1058,Old Town,2017,1,745,2020,1,Terraced,89500,20 Cross Keys Way
1059,New Development,1909,6,1891,2012,6,Terraced,335830,78 Juniper Walk
1061,City Centre,1977,2,935,2022,2,Flat,170250,44 Crown Street
1062,University,2010,5,1865,2014,5,Detached,336100,153 Freshers Row
1063,University,1938,2,959,2015,2,Terraced,125900,106 Study Mews
1064,New Development,1912,4,1632,2010,4,Bungalow,272160,156 Juniper Walk
1065,Old Town,1974,2,1092,2010,2,Detached,139200,68 Butcher’s Row
1066,Old Town,1938,5,2016,2020,5,Semi-detached,276600,90 Cross Keys Way
1067,New Development,1910,2,1054,2019,2,Terraced,167020,193 Juniper Walk
1068,City Centre,2009,4,1110,2012,4,Detached,226500,29 George Square
1069,Old Town,2012,1,619,2012,1,Semi-detached,76900,13 Abbey Lane
1070,University,1915,5,1701,2021,4,Flat,308140,197 Study Mews
1071,Old Town,1932,1,668,2010,1,Terraced,81800,73 School House Lane
1072,City Centre,2004,1,742,2020,1,Semi-detached,126300,194 Market Lane
1073,University,2004,1,656,2017,1,Flat,106840,4 Faculty Court
1074,University,1959,3,1400,2021,2,Flat,236000,199 Seminar Terrace
1075,University,1995,6,1964,2022,6,Terraced,364960,180 Dean’s View
1076,University,1958,3,1120,2010,3,Flat,201800,112 Library Lane
1077,New Development,1973,6,1854,2019,6,Terraced,331020,187 Ivy Boulevard
1078,New Development,1950,1,813,2017,1,Semi-detached,120690,17 Dahlia Court
1079,New Development,1914,5,1698,2014,5,Terraced,295740,179 Birch Grove
1080,University,1979,6,2407,2022,6,Bungalow,426980,48 Chancellor Road
1082,Old Town,1926,4,1884,2017,4,Semi-detached,248400,162 Pillory Hill
1083,University,1955,2,1035,2017,2,Bungalow,174900,133 College Road
1084,City Centre,2020,6,2282,2020,6,Flat,432300,15 Bridge Street
1085,University,2012,5,2003,2017,5,Terraced,275300,64 Varsity Place
1086,University,1959,3,1379,2012,3,Flat,238060,54 Exam Square
1087,Old Town,2014,1,740,2021,1,Detached,89000,8 Town Gate
1088,New Development,2008,2,940,2017,2,Terraced,152200,133 Sycamore Way
1089,New Development,1995,4,1468,2022,4,Semi-detached,250840,21 Willow Heights
1090,New Development,1969,3,1307,2010,3,Terraced,214910,87 Chestnut Mews
1091,City Centre,1946,3,1403,2022,3,Flat,255450,93 Victoria Parade
1092,New Development,2011,1,697,2013,1,Detached,105610,145 Cedar Crescent
1093,City Centre,1999,6,2432,2014,6,Terraced,454800,129 Bridge Street
1094,New Development,1907,4,1724,2015,4,Terraced,284120,42 Willow Heights
1095,University,1962,5,1846,2014,4,Semi-detached,309980,1 Graduation Way
1096,New Development,1988,3,1038,2014,3,Terraced,179940,74 Lavender Park
1097,City Centre,1906,1,675,2014,1,Terraced,116250,78 Exchange Place
1098,Old Town,2022,5,2336,2022,5,Flat,308600,141 School House Lane
1099,City Centre,1980,6,2302,2019,6,Detached,435300,148 Queen Avenue
1100,University,2011,4,1472,2019,4,Flat,266080,18 Campus Avenue
1101,University,1993,6,2275,2012,6,Bungalow,408500,154 Scholar’s Walk
1102,City Centre,1901,3,1401,2011,3,Terraced,255150,121 Market Lane
1103,City Centre,1916,5,1740,2019,5,Terraced,336000,173 Victoria Parade
1104,Old Town,2020,5,2209,2020,5,Semi-detached,295900,66 Butcher’s Row
1105,University,1903,5,2024,2017,5,Detached,378600,77 Freshers Row
1106,New Development,1925,3,1135,2014,3,Bungalow,192550,144 Poppy Crescent
1107,University,1977,3,1428,2014,3,Detached,187800,29 Research Boulevard
1108,City Centre,1971,6,2077,2015,6,Bungalow,401550,91 Grand Arcade
1109,City Centre,1968,2,982,2018,1,Bungalow,172300,9 Exchange Place
1110,University,1904,6,1895,2016,6,Semi-detached,355300,11 Campus Avenue
1111,Old Town,1904,4,1726,2014,4,Semi-detached,232600,104 The Old Yard
1112,University,1990,1,693,2014,1,Flat,112020,161 Academic Crescent
1113,City Centre,1968,5,2068,2019,5,Flat,385200,4 Bridge Street
1114,Old Town,1902,2,945,2018,2,Bungalow,124500,28 Friar’s Court
1115,New Development,1937,1,667,2018,1,Semi-detached,101710,130 Horizon Close
1116,City Centre,1993,2,925,2011,2,Detached,168750,95 George Square
1117,City Centre,1900,6,2319,2016,6,Bungalow,437850,137 Station Road
1118,University,1907,3,1198,2019,3,Bungalow,212720,58 Lab Street
1119,New Development,1912,5,1849,2010,5,Semi-detached,315370,111 Magnolia Row
1120,City Centre,1983,6,2044,2013,5,Detached,391600,82 Market Lane
1121,University,1969,1,722,2011,1,Terraced,116080,139 Research Boulevard
1122,University,2013,1,613,2019,1,Flat,100820,60 Faculty Court
1123,City Centre,1949,1,712,2018,1,Semi-detached,121800,34 Prince’s Gate
1124,Old Town,2011,1,787,2021,1,Flat,93700,94 Friar’s Court
1125,City Centre,1907,1,762,2015,1,Bungalow,129300,64 Merchant Street
1126,New Development,1929,2,938,2013,2,Flat,151940,158 Lavender Park
1127,University,2012,6,2348,2012,5,Detached,437200,59 Dean’s View
1128,Old Town,1939,5,1975,2013,5,Semi-detached,272500,162 Butcher’s Row
1129,University,1978,3,1520,2011,3,Flat,257800,16 Scholar’s Walk
1130,New Development,2021,3,923,2021,2,Flat,159990,181 Sycamore Way
1131,New Development,1973,6,2534,2018,6,Semi-detached,419420,40 Oak Lane
1132,University,1932,6,2120,2015,5,Bungalow,360600,37 Campus Avenue
1133,New Development,1972,3,1189,2011,3,Bungalow,199570,146 Ivy Boulevard
1134,Old Town,2012,3,1184,2015,3,Semi-detached,163400,159 Town Gate
1135,Old Town,1951,2,870,2018,2,Flat,117000,117 Friar’s Court
1136,Old Town,2020,4,1477,2020,4,Terraced,207700,158 Bell Tower Street
1137,Old Town,1932,5,1630,2010,5,Flat,238000,51 Pillory Hill
1138,University,1972,1,709,2011,1,Bungalow,114260,188 Alumni Grove
1139,University,1977,4,1718,2014,4,Flat,317700,199 Dean’s View
1140,Old Town,2019,6,2123,2019,6,Semi-detached,302300,80 Chapel Walk
1141,City Centre,1995,3,1525,2016,3,Flat,273750,16 King Street
1142,New Development,1936,4,1490,2017,3,Bungalow,248700,170 Sycamore Way
1143,University,1969,5,1823,2012,5,Flat,330220,115 College Road
1144,University,1968,6,2058,2018,6,Terraced,378120,1 Chancellor Road
1145,University,1903,1,730,2011,1,Bungalow,124500,123 Research Boulevard
1146,City Centre,1959,1,735,2013,1,Terraced,125250,18 Station Road
1147,City Centre,2011,5,2024,2013,5,Terraced,378600,44 Parliament Street
1148,University,1979,5,1869,2015,5,Flat,336660,39 Lab Street
1149,Old Town,1973,3,1099,2019,3,Bungalow,154900,95 The Green
1150,University,1930,1,684,2015,1,Terraced,110760,55 Freshers Row
1151,Old Town,1994,6,2643,2012,5,Flat,349300,161 Bell Tower Street
1152,New Development,1913,4,1803,2018,3,Detached,289390,166 Silverleaf Way
1153,Old Town,1976,6,2288,2020,6,Flat,318800,78 Bell Tower Street
1154,University,1959,2,962,2014,2,Semi-detached,174300,15 Library Lane
1155,Old Town,1967,2,999,2011,2,Terraced,129900,56 Friar’s Court
1156,Old Town,2009,5,1805,2015,5,Terraced,255500,78 Town Gate
1157,University,1925,3,1479,2012,3,Semi-detached,252060,88 Seminar Terrace
1158,City Centre,1923,2,916,2017,2,Bungalow,167400,68 Union Street
1159,New Development,1955,1,746,2022,1,Bungalow,111980,134 Oak Lane
1160,Old Town,1908,6,2041,2012,6,Flat,294100,145 Stable Mews
1161,New Development,1934,6,2596,2014,6,Semi-detached,427480,192 Lavender Park
1162,University,2005,5,2007,2013,5,Bungalow,376050,125 Scholar’s Walk
1163,Old Town,1978,4,1450,2013,4,Flat,205000,185 Castle View
1164,University,1923,5,1823,2011,5,Terraced,330220,96 Exam Square
1165,New Development,1930,4,1742,2017,4,Terraced,286460,98 Chestnut Mews
1166,University,1982,5,1775,2012,5,Flat,323500,79 Alumni Grove
1167,New Development,1965,5,1906,2013,5,Detached,322780,130 Willow Heights
1168,City Centre,1965,5,1772,2015,5,Flat,340800,70 Victoria Parade
1169,Old Town,1940,4,1952,2018,4,Detached,255200,124 Mill Street
1170,New Development,1935,4,1986,2021,4,Semi-detached,318180,22 Bluebell View
1171,University,2000,5,2266,2013,5,Bungalow,392240,20 Professor’s Close
1172,New Development,1933,2,988,2012,2,Bungalow,158440,137 Birch Grove
1173,New Development,2020,3,1240,2020,3,Detached,206200,160 Rosehip Road
1174,New Development,1938,3,1183,2018,3,Semi-detached,198790,121 Chestnut Mews
1175,New Development,1982,3,1530,2010,3,Terraced,243900,164 Dahlia Court
1176,New Development,2001,4,1786,2014,4,Flat,292180,71 Cedar Crescent
1177,New Development,1922,4,1796,2020,4,Bungalow,293480,89 Magnolia Row
1178,University,1979,2,975,2013,2,Detached,166500,102 Lecture Hall Lane
1179,University,2009,3,1036,2014,2,Terraced,174680,90 Freshers Row
1180,New Development,1943,3,1071,2016,2,Bungalow,179230,164 Juniper Walk
1181,New Development,1969,5,1914,2016,5,Flat,323820,169 Willow Heights
1182,University,1957,4,1495,2016,4,Detached,209500,38 Professor’s Close
1183,City Centre,1958,3,1204,2010,3,Flat,225600,145 Exchange Place
1184,City Centre,1925,6,2304,2018,6,Detached,435600,62 Castle Lane
1185,City Centre,1921,2,1101,2016,2,Bungalow,195150,190 Albert Walk
1186,University,2008,6,1990,2013,6,Bungalow,368600,143 Lecture Hall Lane
1187,University,2010,6,1808,2013,5,Flat,338120,151 Campus Avenue
1188,University,1987,2,932,2011,2,Flat,160480,22 Lecture Hall Lane
1189,New Development,2009,6,1887,2015,6,Semi-detached,335310,157 Poppy Crescent
1190,City Centre,1939,3,1389,2022,2,Bungalow,248350,145 College Crescent
1191,New Development,1984,4,1599,2021,4,Detached,267870,122 Bluebell View
1192,University,1993,2,1188,2019,2,Detached,148800,42 Chancellor Road
1193,City Centre,2015,5,2084,2015,5,Semi-detached,387600,17 Queen Avenue
1194,University,1910,6,2744,2010,6,Terraced,364400,13 Campus Avenue
1195,Old Town,2016,2,860,2016,2,Flat,116000,26 Manor Row
1196,New Development,1908,1,537,2015,1,Flat,84810,127 Aspen Gardens
1197,University,1911,1,712,2020,1,Detached,121800,62 Freshers Row
1198,Old Town,1925,4,1625,2014,4,Semi-detached,222500,103 Town Gate
1199,City Centre,1937,3,1282,2014,3,Flat,237300,8 Cathedral Row
1200,University,2014,4,1619,2021,4,Semi-detached,221900,70 Academic Crescent
1201,Old Town,1902,4,1375,2019,4,Detached,197500,155 Chapel Walk
1202,New Development,1996,4,1713,2022,4,Semi-detached,282690,3 Magnolia Row
1203,City Centre,1914,4,1747,2020,4,Semi-detached,322050,35 Castle Lane
1204,New Development,1946,5,1600,2022,4,Detached,278000,146 Magnolia Row
1205,New Development,1904,5,1812,2017,5,Flat,310560,112 Blossom Rise
1206,New Development,1953,2,971,2019,2,Bungalow,156230,58 Bluebell View
1207,New Development,1923,1,666,2010,1,Bungalow,101580,193 Dahlia Court
1208,New Development,1910,4,1368,2017,4,Bungalow,237840,188 Horizon Close
1209,Old Town,2020,2,1001,2022,2,Flat,130100,188 The Green
1210,City Centre,2018,1,713,2020,1,Semi-detached,121950,35 Grand Arcade
1211,City Centre,1932,6,2017,2016,6,Semi-detached,392550,93 Market Lane
1212,New Development,1986,3,1136,2010,3,Semi-detached,192680,20 Lavender Park
1213,City Centre,1973,5,2003,2018,5,Bungalow,375450,64 Station Road
1214,Old Town,1956,6,1970,2021,6,Bungalow,287000,114 The Green
1215,New Development,1951,1,685,2013,1,Detached,104050,193 Maple Drive
1216,University,1963,6,2069,2022,6,Flat,379660,97 Lab Street
1217,University,1942,3,1487,2016,3,Flat,253180,114 Freshers Row
1218,Old Town,1991,1,664,2012,1,Bungalow,81400,18 Old Forge Lane
1219,Old Town,2002,6,2718,2017,6,Terraced,361800,25 Old Forge Lane
1220,University,2020,5,2088,2020,5,Flat,367320,77 Professor’s Close
1221,New Development,1980,5,2355,2011,5,Bungalow,381150,176 Lavender Park
1222,Old Town,1943,2,1066,2011,2,Detached,136600,64 Manor Row
1223,University,1989,6,2134,2017,6,Semi-detached,388760,59 Library Lane
1224,New Development,1988,4,1417,2017,4,Semi-detached,244210,26 Rosehip Road
1225,Old Town,1935,6,2093,2010,6,Semi-detached,299300,181 School House Lane
1226,City Centre,1911,1,774,2015,1,Detached,131100,136 Clock Tower Road
1227,City Centre,1955,1,698,2018,1,Detached,119700,132 High Street
1228,City Centre,1902,6,2398,2018,6,Bungalow,449700,76 Merchant Street
1229,New Development,1949,3,1331,2011,3,Flat,218030,97 Willow Heights
1230,University,1928,5,1962,2017,5,Semi-detached,271200,89 Lecture Hall Lane
1231,University,2007,1,714,2017,1,Bungalow,114960,43 Lab Street
1232,Old Town,2019,5,2024,2019,5,Semi-detached,277400,64 Old Forge Lane
1233,City Centre,1987,1,659,2013,1,Flat,113850,139 College Crescent
1234,City Centre,1982,2,973,2014,2,Semi-detached,175950,173 George Square
1235,University,1976,4,1662,2020,4,Terraced,276060,159 Alumni Grove
1236,University,1915,1,708,2019,1,Terraced,114120,128 Dean’s View
1237,New Development,1939,5,1785,2016,5,Detached,307050,11 Blossom Rise
1238,University,1926,2,1042,2010,2,Bungalow,175880,16 Lab Street
1239,Old Town,2022,1,661,2022,1,Flat,81100,130 Chapel Walk
1240,New Development,1969,3,1117,2018,3,Bungalow,190210,40 Rosehip Road
1241,University,1941,4,1659,2012,4,Bungalow,275670,186 Research Boulevard
1242,New Development,1956,1,640,2020,1,Semi-detached,98200,10 Blossom Rise
1243,City Centre,1909,2,1028,2013,2,Semi-detached,184200,129 Station Road
1244,City Centre,1937,3,1007,2016,3,Flat,196050,23 Clock Tower Road
1245,University,1907,6,1983,2014,6,Terraced,367620,154 Library Lane
1246,Old Town,1917,2,967,2014,2,Semi-detached,126700,171 Market Cross Road
1247,New Development,1995,2,839,2010,2,Bungalow,139070,16 Juniper Walk
1248,City Centre,1916,3,1244,2011,2,Semi-detached,226600,55 George Square
1249,New Development,1957,2,1119,2014,2,Detached,175470,46 Chestnut Mews
1250,University,2005,3,1109,2011,3,Detached,200260,185 Lecture Hall Lane
1251,University,1965,1,683,2010,1,Bungalow,110620,128 College Road
1252,University,1943,3,1555,2019,3,Semi-detached,200500,125 Graduation Way
1253,University,1983,3,1141,2012,3,Semi-detached,204740,110 Graduation Way
1254,New Development,1973,4,1879,2020,4,Bungalow,304270,70 Juniper Walk
1255,University,1908,3,1258,2010,3,Semi-detached,170800,157 College Road
1256,University,1947,3,1315,2019,3,Detached,176500,114 Scholar’s Walk
1257,City Centre,1938,6,2587,2017,5,Bungalow,473050,136 Cathedral Row
1258,New Development,2004,1,676,2017,1,Bungalow,102880,71 Chestnut Mews
1259,University,1988,4,1726,2017,4,Semi-detached,301640,192 Graduation Way
1260,City Centre,1988,6,2465,2016,6,Bungalow,459750,154 High Street
1261,New Development,1987,5,1737,2016,5,Flat,300810,155 Maple Drive
1262,New Development,1905,1,662,2011,1,Terraced,101060,159 Lavender Park
1263,Old Town,1929,1,689,2018,1,Bungalow,83900,181 Chapel Walk
1264,Old Town,2022,5,1851,2022,4,Semi-detached,255100,116 The Old Yard
1265,New Development,1973,3,1138,2014,3,Detached,192940,138 Lavender Park
1266,City Centre,2002,6,2008,2013,6,Terraced,391200,15 Cathedral Row
1267,Old Town,1994,2,653,2017,2,Bungalow,95300,82 Mill Street
1268,Old Town,1917,4,1533,2014,4,Terraced,213300,171 Cobbler’s Alley
1269,New Development,1942,2,1089,2015,1,Bungalow,166570,6 Poppy Crescent
1270,New Development,1932,5,1483,2013,5,Semi-detached,267790,177 Dahlia Court
1271,University,1952,1,677,2011,1,Terraced,82700,195 Alumni Grove
1272,City Centre,1955,1,822,2021,1,Terraced,138300,10 King Street
1273,Old Town,1918,4,1595,2016,4,Detached,219500,101 Castle View
1274,University,1986,1,768,2021,1,Terraced,114840,92 Seminar Terrace
1275,Old Town,1968,1,649,2011,1,Flat,79900,163 Friar’s Court
1276,New Development,1925,4,1690,2020,4,Detached,279700,132 Dahlia Court
1277,Old Town,1928,6,1845,2021,6,Semi-detached,274500,140 School House Lane
1278,New Development,1923,6,2320,2016,6,Semi-detached,391600,70 Cedar Crescent
1279,New Development,1905,4,1768,2016,4,Bungalow,289840,127 Juniper Walk
1280,City Centre,1953,5,2051,2010,5,Semi-detached,382650,114 Queen Avenue
1281,New Development,1938,1,683,2022,1,Terraced,103790,120 Bluebell View
1282,Old Town,2018,1,714,2019,1,Flat,86400,83 Chapel Walk
1283,New Development,1903,5,1971,2019,4,Semi-detached,326230,56 Cedar Crescent
1284,University,1957,6,2400,2021,6,Semi-detached,426000,159 Campus Avenue
1285,Old Town,1947,3,1281,2012,2,Terraced,168100,65 Old Forge Lane
1286,City Centre,1959,3,1440,2012,3,Terraced,261000,144 Exchange Place
1287,Old Town,2005,3,1515,2022,3,Semi-detached,196500,117 Heritage Close
1288,City Centre,1925,6,2105,2022,6,Detached,405750,102 Clock Tower Road
1289,University,1978,6,2214,2020,6,Bungalow,399960,17 Academic Crescent
1290,City Centre,1976,5,1674,2015,5,Flat,326100,102 Union Street
1291,New Development,1939,1,717,2020,1,Detached,108210,118 Dahlia Court
1292,University,1985,5,1987,2012,5,Flat,353180,73 Lecture Hall Lane
1294,City Centre,1976,6,2240,2018,6,Detached,426000,32 Exchange Place
1295,Old Town,1955,3,1588,2014,2,Terraced,198800,1 Abbey Lane
1296,City Centre,1938,2,711,2015,2,Terraced,136650,8 Albert Walk
1297,City Centre,1980,1,675,2015,1,Semi-detached,116250,183 High Street
1298,University,1999,6,2097,2017,6,Flat,383580,6 Seminar Terrace
1299,New Development,1938,3,1519,2019,3,Flat,242470,28 Oak Lane
1300,Old Town,1947,2,1048,2020,2,Flat,134800,108 Heritage Close
1301,City Centre,1924,2,1050,2012,2,Semi-detached,187500,87 Prince’s Gate
1302,New Development,1933,6,2578,2018,6,Flat,425140,127 Oak Lane
1303,New Development,1920,4,1564,2016,4,Semi-detached,263320,24 Birch Grove
1304,Old Town,1924,1,733,2020,1,Semi-detached,88300,1 Cobbler’s Alley
1305,University,1988,2,947,2022,2,Detached,153110,184 Varsity Place
1306,City Centre,1921,6,1884,2015,6,Bungalow,372600,32 College Crescent
1307,University,1922,6,2738,2020,6,Flat,473320,84 Scholar’s Walk
1308,New Development,1924,3,1355,2010,3,Bungalow,221150,120 Chestnut Mews
1309,University,1977,4,1729,2013,4,Semi-detached,302060,181 Academic Crescent
1310,Old Town,1977,1,646,2014,1,Flat,79600,136 Manor Row
1311,Old Town,1925,5,2028,2021,5,Detached,277800,107 Manor Row
1312,New Development,2003,3,1567,2011,3,Detached,248710,82 Lavender Park
1313,University,1929,2,972,2010,2,Bungalow,166080,190 Seminar Terrace
1314,University,1989,2,874,2011,2,Detached,161100,173 Professor’s Close
1315,University,1937,3,1328,2017,1,Flat,220920,111 Freshers Row
1316,New Development,1985,6,1889,2019,6,Flat,335570,19 Rosehip Road
1317,University,2002,2,844,2015,2,Flat,148160,35 Lecture Hall Lane
1318,University,2002,4,1453,2019,4,Flat,263420,72 Lecture Hall Lane
1319,Old Town,1933,1,675,2011,1,Terraced,82500,140 Cobbler’s Alley
1320,University,1988,4,1403,2018,4,Terraced,242390,194 Academic Crescent
1321,University,1999,2,1133,2017,2,Bungalow,188620,19 Library Lane
1322,New Development,1976,5,2372,2013,4,Semi-detached,378360,169 Chestnut Mews
1323,City Centre,1992,1,731,2020,1,Semi-detached,124650,41 Bridge Street
1324,New Development,2005,1,719,2019,1,Semi-detached,108470,120 Rosehip Road
1325,City Centre,1972,3,1279,2016,3,Bungalow,236850,106 King Street
1326,New Development,1914,3,1166,2012,3,Semi-detached,196580,181 Primrose Avenue
1327,New Development,1994,5,2301,2015,5,Semi-detached,374130,19 Silverleaf Way
1328,University,1943,6,2181,2012,6,Terraced,395340,17 Graduation Way
1329,University,1990,1,677,2019,1,Flat,109780,113 Research Boulevard
1330,City Centre,1994,5,2154,2022,5,Detached,398100,74 Station Road
1331,City Centre,1909,3,1289,2012,3,Flat,238350,82 Queen Avenue
1332,University,2014,3,1447,2022,3,Flat,189700,61 Varsity Place
1333,University,2016,1,680,2021,1,Terraced,110200,170 Varsity Place
1334,City Centre,1936,4,1804,2020,4,Detached,330600,17 College Crescent
1335,University,1906,2,1098,2018,2,Flat,183720,67 Research Boulevard
1336,New Development,1931,3,1499,2015,3,Bungalow,239870,22 Maple Drive
1337,Old Town,2015,6,1987,2017,6,Detached,288700,53 Old Forge Lane
1338,University,1910,6,2175,2013,6,Detached,394500,35 Alumni Grove
1340,University,2008,4,1551,2017,4,Flat,277140,49 Research Boulevard
1341,University,1991,4,1762,2016,4,Bungalow,306680,116 Seminar Terrace
1342,University,1967,5,2473,2014,5,Flat,445950,107 Dean’s View
1343,City Centre,1947,6,1645,2011,6,Terraced,336750,31 George Square
1344,Old Town,1944,5,1830,2015,5,Flat,258000,19 Town Gate
1345,New Development,1994,6,2201,2010,6,Semi-detached,376130,176 Bluebell View
1346,New Development,1992,2,820,2016,2,Bungalow,136600,60 Bluebell View
1347,Old Town,1932,2,954,2018,2,Semi-detached,125400,134 Friar’s Court
1348,New Development,2017,1,651,2017,1,Semi-detached,99630,99 Primrose Avenue
1349,City Centre,1903,5,2114,2014,5,Bungalow,392100,193 Castle Lane
1350,University,2022,3,1040,2022,3,Flat,190600,178 Scholar’s Walk
1351,New Development,1946,5,2372,2016,5,Flat,383360,55 Birch Grove
1352,University,2021,3,1403,2021,2,Flat,236420,189 Faculty Court
1353,University,1989,4,1389,2019,4,Detached,254460,102 Seminar Terrace
1354,City Centre,1952,5,2157,2021,4,Detached,393550,24 King Street
1355,University,1930,4,1719,2021,4,Terraced,300660,171 Study Mews
1356,New Development,1930,2,996,2013,1,Semi-detached,154480,129 Rosehip Road
1357,City Centre,1926,2,928,2010,2,Bungalow,169200,175 Parliament Street
1358,Old Town,1988,1,727,2015,1,Detached,87700,164 Stable Mews
1359,City Centre,1947,5,1931,2018,5,Flat,364650,48 Station Road
1360,New Development,1935,4,1462,2013,4,Flat,250060,76 Silverleaf Way
1361,City Centre,1948,3,1099,2019,2,Semi-detached,204850,187 Bridge Street
1362,New Development,1930,2,915,2020,2,Terraced,148950,171 Maple Drive
1363,New Development,2006,2,950,2013,2,Detached,153500,164 Maple Drive
1364,City Centre,2020,3,1474,2020,3,Bungalow,266100,52 Crown Street
1365,University,2000,4,1772,2015,4,Flat,290360,108 Lab Street
